C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res4_w2_tunable_l90.son DE_EMBEDDED Lk=0.0 l=90.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res4_w2_tunable_l90
11.298,-0.163212
11.299,-0.163254
11.3,-0.163296
11.301,-0.163338
11.302,-0.16338
11.303,-0.163422
11.304,-0.163464
11.305,-0.163506
11.306,-0.163548
11.307,-0.16359
11.308,-0.163632
11.309,-0.163674
11.31,-0.163717
11.311,-0.163759
11.312,-0.163801
11.313,-0.163843
11.314,-0.163885
11.315,-0.163927
11.316,-0.163969
11.317,-0.164011
11.318,-0.164053
11.319,-0.164095
11.32,-0.164137
11.321,-0.164179
11.322,-0.164221
11.323,-0.164263
11.324,-0.164305
11.325,-0.164347
11.326,-0.164389
11.327,-0.164431
11.328,-0.164473
11.329,-0.164515
11.33,-0.164557
11.331,-0.164599
11.332,-0.164641
11.333,-0.164683
11.334,-0.164725
11.335,-0.164767
11.336,-0.164809
11.337,-0.164851
11.338,-0.164893
11.339,-0.164935
11.34,-0.164977
11.341,-0.165019
11.342,-0.165061
11.343,-0.165103
11.344,-0.165145
11.345,-0.165187
11.346,-0.165229
11.347,-0.165271
11.348,-0.165313
11.349,-0.165355
11.35,-0.165397
11.351,-0.165439
11.352,-0.165481
11.353,-0.165523
11.354,-0.165565
11.355,-0.165607
11.356,-0.165649
11.357,-0.165691
11.358,-0.165733
11.359,-0.165775
11.36,-0.165817
11.361,-0.165859
11.362,-0.165901
11.363,-0.165943
11.364,-0.165985
11.365,-0.166027
11.366,-0.166069
11.367,-0.166111
11.368,-0.166152
11.369,-0.166194
11.37,-0.166236
11.371,-0.166278
11.372,-0.16632
11.373,-0.166362
11.374,-0.166404
11.375,-0.166446
11.376,-0.166488
11.377,-0.16653
11.378,-0.166572
11.379,-0.166614
11.38,-0.166656
11.381,-0.166697
11.382,-0.166739
11.383,-0.166781
11.384,-0.166823
11.385,-0.166865
11.386,-0.166907
11.387,-0.166949
11.388,-0.166991
11.389,-0.167032
11.39,-0.167074
11.391,-0.167116
11.392,-0.167158
11.393,-0.1672
11.394,-0.167242
11.395,-0.167284
11.396,-0.167325
11.397,-0.167367
11.398,-0.167409
11.399,-0.167451
11.4,-0.167493
11.401,-0.167534
11.402,-0.167576
11.403,-0.167618
11.404,-0.16766
11.405,-0.167702
11.406,-0.167743
11.407,-0.167785
11.408,-0.167827
11.409,-0.167869
11.41,-0.167911
11.411,-0.167952
11.412,-0.167994
11.413,-0.168036
11.414,-0.168078
11.415,-0.168119
11.416,-0.168161
11.417,-0.168203
11.418,-0.168244
11.419,-0.168286
11.42,-0.168328
11.421,-0.16837
11.422,-0.168411
11.423,-0.168453
11.424,-0.168495
11.425,-0.168536
11.426,-0.168578
11.427,-0.16862
11.428,-0.168661
11.429,-0.168703
11.43,-0.168745
11.431,-0.168786
11.432,-0.168828
11.433,-0.168869
11.434,-0.168911
11.435,-0.168953
11.436,-0.168994
11.437,-0.169036
11.438,-0.169077
11.439,-0.169119
11.44,-0.169161
11.441,-0.169202
11.442,-0.169244
11.443,-0.169285
11.444,-0.169327
11.445,-0.169368
11.446,-0.16941
11.447,-0.169451
11.448,-0.169493
11.449,-0.169534
11.45,-0.169576
11.451,-0.169617
11.452,-0.169659
11.453,-0.1697
11.454,-0.169742
11.455,-0.169783
11.456,-0.169825
11.457,-0.169866
11.458,-0.169907
11.459,-0.169949
11.46,-0.16999
11.461,-0.170032
11.462,-0.170073
11.463,-0.170114
11.464,-0.170156
11.465,-0.170197
11.466,-0.170238
11.467,-0.17028
11.468,-0.170321
11.469,-0.170362
11.47,-0.170404
11.471,-0.170445
11.472,-0.170486
11.473,-0.170527
11.474,-0.170569
11.475,-0.17061
11.476,-0.170651
11.477,-0.170692
11.478,-0.170734
11.479,-0.170775
11.48,-0.170816
11.481,-0.170857
11.482,-0.170898
11.483,-0.170939
11.484,-0.170981
11.485,-0.171022
11.486,-0.171063
11.487,-0.171104
11.488,-0.171145
11.489,-0.171186
11.49,-0.171227
11.491,-0.171268
11.492,-0.171309
11.493,-0.17135
11.494,-0.171391
11.495,-0.171432
11.496,-0.171473
11.497,-0.171514
11.498,-0.171555
11.499,-0.171596
11.5,-0.171637
11.501,-0.171678
11.502,-0.171719
11.503,-0.17176
11.504,-0.171801
11.505,-0.171842
11.506,-0.171883
11.507,-0.171924
11.508,-0.171964
11.509,-0.172005
11.51,-0.172046
11.511,-0.172087
11.512,-0.172128
11.513,-0.172168
11.514,-0.172209
11.515,-0.17225
11.516,-0.172291
11.517,-0.172331
11.518,-0.172372
11.519,-0.172413
11.52,-0.172453
11.521,-0.172494
11.522,-0.172535
11.523,-0.172575
11.524,-0.172616
11.525,-0.172656
11.526,-0.172697
11.527,-0.172738
11.528,-0.172778
11.529,-0.172819
11.53,-0.172859
11.531,-0.1729
11.532,-0.17294
11.533,-0.172981
11.534,-0.173021
11.535,-0.173061
11.536,-0.173102
11.537,-0.173142
11.538,-0.173183
11.539,-0.173223
11.54,-0.173263
11.541,-0.173304
11.542,-0.173344
11.543,-0.173384
11.544,-0.173424
11.545,-0.173465
11.546,-0.173505
11.547,-0.173545
11.548,-0.173585
11.549,-0.173625
11.55,-0.173666
11.551,-0.173706
11.552,-0.173746
11.553,-0.173786
11.554,-0.173826
11.555,-0.173866
11.556,-0.173906
11.557,-0.173946
11.558,-0.173986
11.559,-0.174026
11.56,-0.174066
11.561,-0.174106
11.562,-0.174146
11.563,-0.174186
11.564,-0.174225
11.565,-0.174265
11.566,-0.174305
11.567,-0.174345
11.568,-0.174385
11.569,-0.174424
11.57,-0.174464
11.571,-0.174504
11.572,-0.174544
11.573,-0.174583
11.574,-0.174623
11.575,-0.174662
11.576,-0.174702
11.577,-0.174742
11.578,-0.174781
11.579,-0.174821
11.58,-0.17486
11.581,-0.1749
11.582,-0.174939
11.583,-0.174979
11.584,-0.175018
11.585,-0.175057
11.586,-0.175097
11.587,-0.175136
11.588,-0.175175
11.589,-0.175215
11.59,-0.175254
11.591,-0.175293
11.592,-0.175332
11.593,-0.175371
11.594,-0.175411
11.595,-0.17545
11.596,-0.175489
11.597,-0.175528
11.598,-0.175567
11.599,-0.175606
11.6,-0.175645
11.601,-0.175684
11.602,-0.175723
11.603,-0.175762
11.604,-0.175801
11.605,-0.175839
11.606,-0.175878
11.607,-0.175917
11.608,-0.175956
11.609,-0.175994
11.61,-0.176033
11.611,-0.176072
11.612,-0.17611
11.613,-0.176149
11.614,-0.176188
11.615,-0.176226
11.616,-0.176265
11.617,-0.176303
11.618,-0.176342
11.619,-0.17638
11.62,-0.176418
11.621,-0.176457
11.622,-0.176495
11.623,-0.176533
11.624,-0.176572
11.625,-0.17661
11.626,-0.176648
11.627,-0.176686
11.628,-0.176724
11.629,-0.176762
11.63,-0.176801
11.631,-0.176839
11.632,-0.176877
11.633,-0.176915
11.634,-0.176952
11.635,-0.17699
11.636,-0.177028
11.637,-0.177066
11.638,-0.177104
11.639,-0.177142
11.64,-0.177179
11.641,-0.177217
11.642,-0.177255
11.643,-0.177292
11.644,-0.17733
11.645,-0.177367
11.646,-0.177405
11.647,-0.177442
11.648,-0.17748
11.649,-0.177517
11.65,-0.177554
11.651,-0.177592
11.652,-0.177629
11.653,-0.177666
11.654,-0.177703
11.655,-0.17774
11.656,-0.177778
11.657,-0.177815
11.658,-0.177852
11.659,-0.177889
11.66,-0.177926
11.661,-0.177962
11.662,-0.177999
11.663,-0.178036
11.664,-0.178073
11.665,-0.17811
11.666,-0.178146
11.667,-0.178183
11.668,-0.178219
11.669,-0.178256
11.67,-0.178293
11.671,-0.178329
11.672,-0.178365
11.673,-0.178402
11.674,-0.178438
11.675,-0.178474
11.676,-0.178511
11.677,-0.178547
11.678,-0.178583
11.679,-0.178619
11.68,-0.178655
11.681,-0.178691
11.682,-0.178727
11.683,-0.178763
11.684,-0.178799
11.685,-0.178835
11.686,-0.17887
11.687,-0.178906
11.688,-0.178942
11.689,-0.178977
11.69,-0.179013
11.691,-0.179048
11.692,-0.179084
11.693,-0.179119
11.694,-0.179154
11.695,-0.17919
11.696,-0.179225
11.697,-0.17926
11.698,-0.179295
11.699,-0.17933
11.7,-0.179365
11.701,-0.1794
11.702,-0.179435
11.703,-0.17947
11.704,-0.179505
11.705,-0.17954
11.706,-0.179574
11.707,-0.179609
11.708,-0.179644
11.709,-0.179678
11.71,-0.179713
11.711,-0.179747
11.712,-0.179781
11.713,-0.179816
11.714,-0.17985
11.715,-0.179884
11.716,-0.179918
11.717,-0.179952
11.718,-0.179986
11.719,-0.18002
11.72,-0.180054
11.721,-0.180088
11.722,-0.180121
11.723,-0.180155
11.724,-0.180189
11.725,-0.180222
11.726,-0.180256
11.727,-0.180289
11.728,-0.180322
11.729,-0.180356
11.73,-0.180389
11.731,-0.180422
11.732,-0.180455
11.733,-0.180488
11.734,-0.180521
11.735,-0.180554
11.736,-0.180587
11.737,-0.180619
11.738,-0.180652
11.739,-0.180685
11.74,-0.180717
11.741,-0.18075
11.742,-0.180782
11.743,-0.180814
11.744,-0.180846
11.745,-0.180879
11.746,-0.180911
11.747,-0.180943
11.748,-0.180975
11.749,-0.181006
11.75,-0.181038
11.751,-0.18107
11.752,-0.181101
11.753,-0.181133
11.754,-0.181164
11.755,-0.181196
11.756,-0.181227
11.757,-0.181258
11.758,-0.181289
11.759,-0.18132
11.76,-0.181351
11.761,-0.181382
11.762,-0.181413
11.763,-0.181444
11.764,-0.181474
11.765,-0.181505
11.766,-0.181535
11.767,-0.181566
11.768,-0.181596
11.769,-0.181626
11.77,-0.181656
11.771,-0.181686
11.772,-0.181716
11.773,-0.181746
11.774,-0.181776
11.775,-0.181806
11.776,-0.181835
11.777,-0.181865
11.778,-0.181894
11.779,-0.181923
11.78,-0.181952
11.781,-0.181982
11.782,-0.182011
11.783,-0.182039
11.784,-0.182068
11.785,-0.182097
11.786,-0.182126
11.787,-0.182154
11.788,-0.182182
11.789,-0.182211
11.79,-0.182239
11.791,-0.182267
11.792,-0.182295
11.793,-0.182323
11.794,-0.182351
11.795,-0.182378
11.796,-0.182406
11.797,-0.182433
11.798,-0.182461
11.799,-0.182488
11.8,-0.182515
11.801,-0.182542
11.802,-0.182568
11.803,-0.182596
11.804,-0.182623
11.805,-0.182649
11.806,-0.182676
11.807,-0.182702
11.808,-0.182728
11.809,-0.182754
11.81,-0.18278
11.811,-0.182806
11.812,-0.182832
11.813,-0.182857
11.814,-0.182883
11.815,-0.182908
11.816,-0.182934
11.817,-0.182959
11.818,-0.182984
11.819,-0.183009
11.82,-0.183033
11.821,-0.183058
11.822,-0.183083
11.823,-0.183107
11.824,-0.183131
11.825,-0.183155
11.826,-0.183179
11.827,-0.183203
11.828,-0.183227
11.829,-0.18325
11.83,-0.183274
11.831,-0.183297
11.832,-0.18332
11.833,-0.183343
11.834,-0.183366
11.835,-0.183389
11.836,-0.183411
11.837,-0.183434
11.838,-0.183456
11.839,-0.183478
11.84,-0.1835
11.841,-0.183522
11.842,-0.183544
11.843,-0.183565
11.844,-0.183587
11.845,-0.183608
11.846,-0.183629
11.847,-0.18365
11.848,-0.183671
11.849,-0.183691
11.85,-0.183712
11.851,-0.183732
11.852,-0.183752
11.853,-0.183772
11.854,-0.183792
11.855,-0.183812
11.856,-0.183831
11.857,-0.18385
11.858,-0.183869
11.859,-0.183888
11.86,-0.183907
11.861,-0.183926
11.862,-0.183944
11.863,-0.183962
11.864,-0.18398
11.865,-0.183998
11.866,-0.184016
11.867,-0.184033
11.868,-0.184051
11.869,-0.184068
11.87,-0.184085
11.871,-0.184102
11.872,-0.184118
11.873,-0.184134
11.874,-0.184151
11.875,-0.184166
11.876,-0.184182
11.877,-0.184198
11.878,-0.184213
11.879,-0.184228
11.88,-0.184243
11.881,-0.184258
11.882,-0.184272
11.883,-0.184287
11.884,-0.184301
11.885,-0.184315
11.886,-0.184328
11.887,-0.184342
11.888,-0.184355
11.889,-0.184368
11.89,-0.18438
11.891,-0.184393
11.892,-0.184405
11.893,-0.184417
11.894,-0.184429
11.895,-0.184441
11.896,-0.184452
11.897,-0.184463
11.898,-0.184474
11.899,-0.184484
11.9,-0.184495
11.901,-0.184505
11.902,-0.184514
11.903,-0.184524
11.904,-0.184533
11.905,-0.184542
11.906,-0.184551
11.907,-0.184559
11.908,-0.184568
11.909,-0.184576
11.91,-0.184583
11.911,-0.184591
11.912,-0.184598
11.913,-0.184604
11.914,-0.184611
11.915,-0.184617
11.916,-0.184623
11.917,-0.184629
11.918,-0.184634
11.919,-0.184639
11.92,-0.184644
11.921,-0.184649
11.922,-0.184653
11.923,-0.184657
11.924,-0.18466
11.925,-0.184664
11.926,-0.184667
11.927,-0.184669
11.928,-0.184672
11.929,-0.184674
11.93,-0.184676
11.931,-0.184677
11.932,-0.184678
11.933,-0.184679
11.934,-0.184679
11.935,-0.184679
11.9355,-0.18468
11.936,-0.184679
11.937,-0.184679
11.938,-0.184678
11.939,-0.184677
11.94,-0.184675
11.941,-0.184673
11.942,-0.184671
11.943,-0.184668
11.944,-0.184665
11.945,-0.184662
11.946,-0.184658
11.947,-0.184654
11.948,-0.184649
11.949,-0.184644
11.95,-0.184639
11.951,-0.184633
11.952,-0.184627
11.953,-0.18462
11.954,-0.184613
11.955,-0.184606
11.956,-0.184598
11.957,-0.18459
11.958,-0.184582
11.959,-0.184573
11.96,-0.184563
11.961,-0.184553
11.962,-0.184543
11.963,-0.184532
11.964,-0.184521
11.965,-0.184509
11.966,-0.184497
11.967,-0.184484
11.968,-0.184471
11.969,-0.184458
11.97,-0.184444
11.971,-0.184429
11.972,-0.184414
11.973,-0.184398
11.974,-0.184382
11.975,-0.184366
11.976,-0.184349
11.977,-0.184331
11.978,-0.184313
11.979,-0.184294
11.98,-0.184275
11.981,-0.184255
11.982,-0.184235
11.983,-0.184214
11.984,-0.184193
11.985,-0.184171
11.986,-0.184148
11.987,-0.184125
11.988,-0.184101
11.989,-0.184077
11.99,-0.184052
11.991,-0.184026
11.992,-0.184
11.993,-0.183974
11.994,-0.183946
11.995,-0.183918
11.996,-0.183889
11.997,-0.18386
11.998,-0.18383
11.999,-0.183799
12,-0.183766
12.001,-0.183736
12.002,-0.183703
12.003,-0.18367
12.004,-0.183636
12.005,-0.183601
12.006,-0.183565
12.007,-0.183529
12.008,-0.183492
12.009,-0.183454
12.01,-0.183415
12.011,-0.183376
12.012,-0.183336
12.013,-0.183295
12.014,-0.183253
12.015,-0.183211
12.016,-0.183168
12.017,-0.183123
12.018,-0.183078
12.019,-0.183033
12.02,-0.182986
12.021,-0.182938
12.022,-0.18289
12.023,-0.182841
12.024,-0.18279
12.025,-0.182739
12.026,-0.182687
12.027,-0.182634
12.028,-0.18258
12.029,-0.182525
12.03,-0.182469
12.031,-0.182412
12.032,-0.182355
12.033,-0.182296
12.034,-0.182236
12.035,-0.182175
12.036,-0.182113
12.037,-0.18205
12.038,-0.181986
12.039,-0.18192
12.04,-0.181854
12.041,-0.181786
12.042,-0.181718
12.043,-0.181648
12.044,-0.181577
12.045,-0.181505
12.046,-0.181431
12.047,-0.181357
12.048,-0.181281
12.049,-0.181204
12.05,-0.181125
12.051,-0.181046
12.052,-0.180965
12.053,-0.180882
12.054,-0.180799
12.055,-0.180714
12.056,-0.180627
12.057,-0.180539
12.058,-0.18045
12.059,-0.180359
12.06,-0.180267
12.061,-0.180173
12.062,-0.180078
12.063,-0.179981
12.064,-0.179883
12.065,-0.179783
12.066,-0.179681
12.067,-0.179578
12.068,-0.179473
12.069,-0.179366
12.07,-0.179258
12.071,-0.179148
12.072,-0.179036
12.073,-0.178922
12.074,-0.178807
12.075,-0.17869
12.076,-0.17857
12.077,-0.178449
12.078,-0.178326
12.079,-0.178201
12.08,-0.178074
12.081,-0.177945
12.082,-0.177813
12.083,-0.17768
12.084,-0.177545
12.085,-0.177407
12.086,-0.177267
12.087,-0.177125
12.088,-0.17698
12.089,-0.176833
12.09,-0.176684
12.091,-0.176532
12.092,-0.176378
12.093,-0.176222
12.094,-0.176062
12.095,-0.1759
12.096,-0.175736
12.097,-0.175569
12.098,-0.175399
12.099,-0.175226
12.1,-0.175051
12.101,-0.174872
12.102,-0.174691
12.103,-0.174506
12.104,-0.174319
12.105,-0.174128
12.106,-0.173934
12.107,-0.173737
12.108,-0.173537
12.109,-0.173333
12.11,-0.173126
12.111,-0.172915
12.112,-0.172701
12.113,-0.172483
12.114,-0.172261
12.115,-0.172036
12.116,-0.171806
12.117,-0.171573
12.118,-0.171336
12.119,-0.171094
12.12,-0.170849
12.121,-0.170599
12.122,-0.170345
12.123,-0.170086
12.124,-0.169823
12.125,-0.169555
12.126,-0.169282
12.127,-0.169004
12.128,-0.168722
12.129,-0.168434
12.13,-0.168141
12.131,-0.167843
12.132,-0.167539
12.133,-0.16723
12.134,-0.166915
12.135,-0.166594
12.136,-0.166268
12.137,-0.165935
12.138,-0.165596
12.139,-0.165251
12.14,-0.164899
12.141,-0.16454
12.142,-0.164175
12.143,-0.163802
12.144,-0.163422
12.145,-0.163035
12.146,-0.162641
12.147,-0.162238
12.148,-0.161828
12.149,-0.16141
12.15,-0.160983
12.151,-0.160547
12.152,-0.160103
12.153,-0.15965
12.154,-0.159187
12.155,-0.158715
12.156,-0.158233
12.157,-0.157741
12.158,-0.157239
12.159,-0.156726
12.16,-0.156202
12.161,-0.155667
12.162,-0.155121
12.163,-0.154562
12.164,-0.153991
12.165,-0.153408
12.166,-0.152812
12.167,-0.152202
12.168,-0.151579
12.169,-0.150941
12.17,-0.150289
12.171,-0.149622
12.172,-0.148939
12.173,-0.14824
12.174,-0.147525
12.175,-0.146793
12.176,-0.146043
12.177,-0.145274
12.178,-0.144488
12.179,-0.143681
12.18,-0.142855
12.181,-0.142008
12.182,-0.141139
12.183,-0.140249
12.184,-0.139335
12.185,-0.138397
12.186,-0.137435
12.187,-0.136448
12.188,-0.135434
12.189,-0.134393
12.19,-0.133323
12.191,-0.132224
12.192,-0.131095
12.193,-0.129934
12.194,-0.12874
12.195,-0.127512
12.196,-0.126248
12.197,-0.124948
12.198,-0.12361
12.199,-0.122232
12.2,-0.120812
12.201,-0.11935
12.202,-0.117844
12.203,-0.116291
12.204,-0.11469
12.205,-0.113039
12.206,-0.111336
12.207,-0.10958
12.208,-0.107767
12.209,-0.105896
12.21,-0.103965
12.211,-0.101972
12.212,-0.0999135
12.213,-0.0977886
12.214,-0.0955948
12.215,-0.09333
12.216,-0.0909925
12.217,-0.0885805
12.218,-0.0860927
12.219,-0.0835283
12.22,-0.0808868
12.221,-0.0781687
12.222,-0.0753756
12.223,-0.0725103
12.224,-0.0695776
12.225,-0.0665844
12.226,-0.0635409
12.227,-0.0604615
12.228,-0.057366
12.229,-0.0542812
12.23,-0.0512437
12.231,-0.0483029
12.232,-0.0455255
12.233,-0.0430014
12.234,-0.040853
12.235,-0.0392471
12.236,-0.0384124
12.237,-0.0386661
12.238,-0.0404519
12.239,-0.0443985
12.24,-0.0514097
12.241,-0.0628063
12.242,-0.080557
12.243,-0.107662
12.244,-0.14881
12.245,-0.211553
12.246,-0.30847
12.247,-0.461327
12.248,-0.70945
12.249,-1.12726
12.25,-1.86239
12.251,-3.22153
12.252,-5.88341
12.253,-11.7464
12.254,-34.7168
12.255,-11.5664
12.256,-6.95189
12.257,-4.75665
12.258,-3.51728
12.259,-2.74759
12.26,-2.23624
12.261,-1.87844
12.262,-1.61756
12.263,-1.42085
12.264,-1.26837
12.265,-1.1474
12.266,-1.04952
12.267,-0.968996
12.268,-0.90177
12.269,-0.844935
12.27,-0.796349
12.271,-0.754406
12.272,-0.71788
12.273,-0.685823
12.274,-0.657489
12.275,-0.632288
12.276,-0.609745
12.277,-0.589472
12.278,-0.571155
12.279,-0.554531
12.28,-0.539384
12.281,-0.525531
12.282,-0.512817
12.283,-0.501111
12.284,-0.490302
12.285,-0.480292
12.286,-0.471
12.287,-0.462352
12.288,-0.454285
12.289,-0.446745
12.29,-0.439683
12.291,-0.433055
12.292,-0.426825
12.293,-0.420958
12.294,-0.415425
12.295,-0.410198
12.296,-0.405253
12.297,-0.400569
12.298,-0.396126
12.299,-0.391907
12.3,-0.387896
12.301,-0.384077
12.302,-0.380439
12.303,-0.376968
12.304,-0.373654
12.305,-0.370487
12.306,-0.367457
12.307,-0.364557
12.308,-0.361778
12.309,-0.359112
12.31,-0.356554
12.311,-0.354098
12.312,-0.351737
12.313,-0.349466
12.314,-0.347281
12.315,-0.345176
12.316,-0.343148
12.317,-0.341193
12.318,-0.339307
12.319,-0.337486
12.32,-0.335728
12.321,-0.334029
12.322,-0.332387
12.323,-0.330798
12.324,-0.329261
12.325,-0.327773
12.326,-0.326332
12.327,-0.324935
12.328,-0.323582
12.329,-0.322269
12.33,-0.320996
12.331,-0.31976
12.332,-0.31856
12.333,-0.317395
12.334,-0.316264
12.335,-0.315164
12.336,-0.314094
12.337,-0.313055
12.338,-0.312043
12.339,-0.311059
12.34,-0.310101
12.341,-0.309169
12.342,-0.308261
12.343,-0.307376
12.344,-0.306514
12.345,-0.305674
12.346,-0.304855
12.347,-0.304056
12.348,-0.303277
12.349,-0.302518
12.35,-0.301776
12.351,-0.301053
12.352,-0.300346
12.353,-0.299657
12.354,-0.298983
12.355,-0.298325
12.356,-0.297683
12.357,-0.297055
12.358,-0.296441
12.359,-0.295841
12.36,-0.295255
12.361,-0.294681
12.362,-0.29412
12.363,-0.293571
12.364,-0.293035
12.365,-0.29251
12.366,-0.291996
12.367,-0.291493
12.368,-0.291
12.369,-0.290518
12.37,-0.290046
12.371,-0.289584
12.372,-0.289131
12.373,-0.288688
12.374,-0.288254
12.375,-0.287828
12.376,-0.287411
12.377,-0.287002
12.378,-0.286602
12.379,-0.286209
12.38,-0.285824
12.381,-0.285447
12.382,-0.285077
12.383,-0.284714
12.384,-0.284358
12.385,-0.284009
12.386,-0.283667
12.387,-0.283331
12.388,-0.283001
12.389,-0.282678
12.39,-0.282361
12.391,-0.28205
12.392,-0.281744
12.393,-0.281444
12.394,-0.28115
12.395,-0.280861
12.396,-0.280578
12.397,-0.280299
12.398,-0.280026
12.399,-0.279758
12.4,-0.279494
12.401,-0.279236
12.402,-0.278982
12.403,-0.278732
12.404,-0.278487
12.405,-0.278246
12.406,-0.27801
12.407,-0.277778
12.408,-0.27755
12.409,-0.277326
12.41,-0.277106
12.411,-0.276889
12.412,-0.276677
12.413,-0.276468
12.414,-0.276263
12.415,-0.276062
12.416,-0.275864
12.417,-0.275669
12.418,-0.275478
12.419,-0.27529
12.42,-0.275105
12.421,-0.274924
12.422,-0.274746
12.423,-0.27457
12.424,-0.274398
12.425,-0.274229
12.426,-0.274062
12.427,-0.273899
12.428,-0.273738
12.429,-0.27358
12.43,-0.273425
12.431,-0.273272
12.432,-0.273122
12.433,-0.272975
12.434,-0.27283
12.435,-0.272688
12.436,-0.272548
12.437,-0.27241
12.438,-0.272275
12.439,-0.272142
12.44,-0.272012
12.441,-0.271883
12.442,-0.271757
12.443,-0.271633
12.444,-0.271511
12.445,-0.271392
12.446,-0.271274
12.447,-0.271158
12.448,-0.271045
12.449,-0.270933
12.45,-0.270823
12.451,-0.270716
12.452,-0.27061
12.453,-0.270506
12.454,-0.270403
12.455,-0.270303
12.456,-0.270204
12.457,-0.270107
12.458,-0.270012
12.459,-0.269918
12.46,-0.269827
12.461,-0.269736
12.462,-0.269648
12.463,-0.269561
12.464,-0.269475
12.465,-0.269391
12.466,-0.269309
12.467,-0.269228
12.468,-0.269149
12.469,-0.269071
12.47,-0.268994
12.471,-0.268919
12.472,-0.268845
12.473,-0.268773
12.474,-0.268702
12.475,-0.268633
12.476,-0.268564
12.477,-0.268497
12.478,-0.268432
12.479,-0.268367
12.48,-0.268304
12.481,-0.268242
12.482,-0.268182
12.483,-0.268122
12.484,-0.268064
12.485,-0.268007
12.486,-0.267951
12.487,-0.267896
12.488,-0.267842
12.489,-0.26779
12.49,-0.267738
12.491,-0.267688
12.492,-0.267638
12.493,-0.26759
12.494,-0.267543
12.495,-0.267497
12.496,-0.267451
12.497,-0.267407
12.498,-0.267364
12.499,-0.267322
12.5,-0.267281
12.501,-0.26724
12.502,-0.267201
12.503,-0.267163
12.504,-0.267125
12.505,-0.267089
12.506,-0.267053
12.507,-0.267018
12.508,-0.266984
12.509,-0.266951
12.51,-0.266919
12.511,-0.266888
12.512,-0.266857
12.513,-0.266828
12.514,-0.266799
12.515,-0.266771
12.516,-0.266744
12.517,-0.266717
12.518,-0.266691
12.519,-0.266667
12.52,-0.266643
12.521,-0.266619
12.522,-0.266597
12.523,-0.266575
12.524,-0.266554
12.525,-0.266533
12.526,-0.266514
12.527,-0.266495
12.528,-0.266476
12.529,-0.266459
12.53,-0.266442
12.531,-0.266426
12.532,-0.26641
12.533,-0.266395
12.534,-0.266381
12.535,-0.266368
12.536,-0.266355
12.537,-0.266342
12.538,-0.266331
12.539,-0.26632
12.54,-0.266309
12.541,-0.266299
12.542,-0.26629
12.543,-0.266282
12.544,-0.266274
12.545,-0.266266
12.546,-0.266259
12.547,-0.266253
12.548,-0.266247
12.549,-0.266242
12.55,-0.266238
12.551,-0.266234
12.552,-0.26623
12.553,-0.266227
12.554,-0.266225
12.555,-0.266223
12.556,-0.266222
12.557,-0.266221
12.558,-0.266221
12.559,-0.266221
12.56,-0.266221
12.561,-0.266223
12.562,-0.266224
12.563,-0.266227
12.564,-0.266229
12.565,-0.266232
12.566,-0.266236
12.567,-0.26624
12.568,-0.266245
12.569,-0.26625
12.57,-0.266255
12.571,-0.266261
12.572,-0.266268
12.573,-0.266275
12.574,-0.266282
12.575,-0.26629
12.576,-0.266298
12.577,-0.266306
12.578,-0.266316
12.579,-0.266325
12.58,-0.266335
12.581,-0.266345
12.582,-0.266356
12.583,-0.266367
12.584,-0.266379
12.585,-0.266391
12.586,-0.266403
12.587,-0.266416
12.588,-0.266429
12.589,-0.266442
12.59,-0.266456
12.591,-0.26647
12.592,-0.266485
12.593,-0.2665
12.594,-0.266516
12.595,-0.266531
12.596,-0.266547
12.597,-0.266564
12.598,-0.266581
12.599,-0.266598
12.6,-0.266616
12.601,-0.266634
12.602,-0.266652
12.603,-0.26667
12.604,-0.266689
12.605,-0.266709
12.606,-0.266728
12.607,-0.266748
12.608,-0.266769
12.609,-0.266789
12.61,-0.26681
12.611,-0.266832
12.612,-0.266853
12.613,-0.266875
12.614,-0.266897
12.615,-0.26692
12.616,-0.266943
12.617,-0.266966
12.618,-0.26699
12.619,-0.267013
12.62,-0.267037
12.621,-0.267062
12.622,-0.267087
12.623,-0.267112
12.624,-0.267137
12.625,-0.267162
12.626,-0.267188
12.627,-0.267214
12.628,-0.267241
12.629,-0.267268
12.63,-0.267295
12.631,-0.267322
12.632,-0.267349
12.633,-0.267377
12.634,-0.267405
12.635,-0.267434
12.636,-0.267462
12.637,-0.267491
12.638,-0.26752
12.639,-0.26755
12.64,-0.26758
12.641,-0.26761
12.642,-0.26764
12.643,-0.26767
12.644,-0.267701
12.645,-0.267732
12.646,-0.267763
12.647,-0.267795
12.648,-0.267826
12.649,-0.267858
12.65,-0.26789
12.651,-0.267923
12.652,-0.267956
12.653,-0.267988
12.654,-0.268022
12.655,-0.268055
12.656,-0.268089
12.657,-0.268122
12.658,-0.268157
12.659,-0.268191
12.66,-0.268225
12.661,-0.26826
12.662,-0.268295
12.663,-0.26833
12.664,-0.268366
12.665,-0.268402
12.666,-0.268437
12.667,-0.268473
12.668,-0.26851
12.669,-0.268546
12.67,-0.268583
12.671,-0.26862
12.672,-0.268657
12.673,-0.268694
12.674,-0.268732
12.675,-0.26877
12.676,-0.268808
